时间,会话ID,模型,输入tokens,输出tokens,缓存读取,缓存创建,总计tokens,用户提示词,回复摘要
2026-07-15T14:00:42.202Z,85416c46-3a61-460d-85bf-60c121d78c3b,deepseek-v4-pro,201,287,96640,0,488,,
2026-07-15T14:00:58.997Z,85416c46-3a61-460d-85bf-60c121d78c3b,deepseek-v4-pro,139,302,97024,0,441,,
2026-07-15T14:01:18.577Z,85416c46-3a61-460d-85bf-60c121d78c3b,deepseek-v4-pro,543,508,97408,0,1051,,
2026-07-15T15:42:32.578Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,26503,373,0,0,26876,<ide_opened_file>The user opened the file /home/lili/TC_try/rank_result_deepseek_pro/tvm_git_e29cf4/e29cf4/run_20260715_152806/dataset_variants/with_non_regression/model_prompt.txt in the IDE. This ma,
2026-07-15T15:42:33.803Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,26503,373,0,0,26876,,
2026-07-15T15:42:34.246Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,26503,373,0,0,26876,,
2026-07-15T15:42:34.692Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,26503,373,0,0,26876,,
2026-07-15T15:42:55.126Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,15768,1381,26752,0,17149,,
2026-07-15T15:43:57.570Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,6731,2993,43776,0,9724,,
2026-07-15T15:44:18.176Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,365,242,53376,0,607,,
2026-07-15T15:44:20.151Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,365,242,53376,0,607,,
2026-07-15T15:44:22.740Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,1524,235,53888,0,1759,,
2026-07-15T15:44:24.507Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,1524,235,53888,0,1759,,
2026-07-15T15:44:55.666Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,1353,2399,55552,0,3752,,
2026-07-15T15:44:59.614Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,1353,2399,55552,0,3752,,
2026-07-15T15:45:00.653Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,1353,2399,55552,0,3752,,
2026-07-15T15:45:05.534Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,3081,229,56832,0,3310,,
2026-07-15T15:45:09.937Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,502,217,60032,0,719,,
2026-07-15T15:45:11.987Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,502,217,60032,0,719,,
2026-07-15T15:45:14.225Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,413,207,60672,0,620,,
2026-07-15T15:45:44.072Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,555,2031,61184,0,2586,,
2026-07-15T15:46:01.147Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,4457,890,63744,0,5347,,
2026-07-15T15:46:05.360Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,134,183,68992,0,317,,
2026-07-15T15:46:48.980Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,109,3363,69248,0,3472,,
2026-07-15T15:46:56.047Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,3488,1861,69248,0,5349,,
2026-07-15T15:47:41.003Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,207,446,74496,0,653,,
2026-07-15T15:48:06.679Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,466,236,75136,0,702,,
2026-07-15T15:48:10.562Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,334,258,75520,0,592,,
2026-07-15T15:48:34.268Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,636,210,76032,0,846,,
2026-07-15T15:48:37.256Z,255a9b34-2708-4bf9-a393-fb3830ae5d82,deepseek-v4-pro,118,476,76800,0,594,,
2026-07-15T15:42:53.119Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,26503,320,0,0,26823,<ide_opened_file>The user opened the file /home/lili/TC_try/rank_result_deepseek_pro/tvm_git_e29cf4/e29cf4/run_20260715_152806/dataset_variants/without_non_regression/model_prompt.txt in the IDE. This,
2026-07-15T15:42:56.962Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,337,283,26496,0,620,,
2026-07-15T15:42:58.238Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,337,283,26496,0,620,,
2026-07-15T15:42:58.726Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,337,283,26496,0,620,,
2026-07-15T15:42:59.170Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,337,283,26496,0,620,,
2026-07-15T15:43:14.369Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,15245,1120,27008,0,16365,,
2026-07-15T15:43:15.744Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,15245,1120,27008,0,16365,,
2026-07-15T15:43:50.750Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,16313,2183,43264,0,18496,,
2026-07-15T15:43:56.492Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,2250,581,59520,0,2831,,
2026-07-15T15:44:23.957Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,260,257,62336,0,517,,
2026-07-15T15:44:26.221Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,260,257,62336,0,517,,
2026-07-15T15:44:29.275Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,2761,133,62848,0,2894,,
2026-07-15T15:44:31.765Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,498,110,65664,0,608,,
2026-07-15T15:44:33.771Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,150,125,66176,0,275,,
2026-07-15T15:44:38.259Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,77,328,66432,0,405,,
2026-07-15T15:44:40.596Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,77,328,66432,0,405,,
2026-07-15T15:44:52.751Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,468,653,66816,0,1121,,
2026-07-15T15:44:53.202Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,468,653,66816,0,1121,,
2026-07-15T15:45:21.805Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,1020,1441,67200,0,2461,,
2026-07-15T15:45:25.383Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,68,149,69632,0,217,,
2026-07-15T15:45:28.758Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,729,172,69760,0,901,,
2026-07-15T15:45:32.237Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,36,163,70656,0,199,,
2026-07-15T15:46:35.399Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,959,3667,70784,0,4626,,
2026-07-15T15:46:37.507Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,959,3667,70784,0,4626,,
2026-07-15T15:46:39.253Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,51,138,75392,0,189,,
2026-07-15T15:47:09.931Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,1293,1710,75520,0,3003,,
2026-07-15T15:47:43.940Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,3938,2240,78464,0,6178,,
2026-07-15T15:48:00.013Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,2348,13401,82304,0,15749,,
2026-07-15T15:51:13.480Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,89,268,98048,0,357,,
2026-07-15T15:51:17.321Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,141,258,98304,0,399,,
2026-07-15T15:51:39.080Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,573,244,98688,0,817,,
2026-07-15T15:51:42.529Z,595a4b57-5349-4b6a-8eee-e484b4f319de,deepseek-v4-pro,89,690,99456,0,779,,
2026-07-15T15:41:54.953Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,26545,337,0,0,26882,<ide_opened_file>The user opened the file /home/lili/TC_try/rank_result_deepseek_pro/tvm_git_35148ba/35148ba/run_20260715_152854/dataset_variants/with_non_regression/model_prompt.txt in the IDE. This ,
2026-07-15T15:41:59.589Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,397,287,26496,0,684,,
2026-07-15T15:42:00.863Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,397,287,26496,0,684,,
2026-07-15T15:42:01.439Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,397,287,26496,0,684,,
2026-07-15T15:42:01.844Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,397,287,26496,0,684,,
2026-07-15T15:42:22.845Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,36049,1046,27136,0,37095,,
2026-07-15T15:42:24.492Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,36049,1046,27136,0,37095,,
2026-07-15T15:43:10.908Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,16743,2641,64128,0,19384,,
2026-07-15T15:43:15.348Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,2755,2522,80768,0,5277,,
2026-07-15T15:43:49.028Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,2755,2522,80768,0,5277,,
2026-07-15T15:44:15.914Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,999,184,86016,0,1183,,
2026-07-15T15:44:24.229Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,16443,398,87168,0,16841,,
2026-07-15T15:44:25.770Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,16443,398,87168,0,16841,,
2026-07-15T15:46:09.389Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,19491,6345,103936,0,25836,,
2026-07-15T15:46:20.392Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,415,750,129664,0,1165,,
2026-07-15T15:46:28.046Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,792,20290,130048,0,21082,,
2026-07-15T15:50:04.399Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,10117,1098,151040,0,11215,,
2026-07-15T15:50:36.031Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,4620,842,162176,0,5462,,
2026-07-15T15:50:51.800Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,3084,2202,167552,0,5286,,
2026-07-15T15:51:29.753Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,4819,411,170624,0,5230,,
2026-07-15T15:51:33.919Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,150,255,175744,0,405,,
2026-07-15T15:51:57.169Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,473,276,176128,0,749,,
2026-07-15T15:52:01.227Z,6eb93468-77b7-4b30-996c-2a37a4f8e56c,deepseek-v4-pro,149,546,176768,0,695,,
2026-07-15T15:42:16.515Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,26545,302,0,0,26847,<ide_opened_file>The user opened the file /home/lili/TC_try/rank_result_deepseek_pro/tvm_git_35148ba/35148ba/run_20260715_152854/dataset_variants/without_non_regression/model_prompt.txt in the IDE. Th,
2026-07-15T15:42:20.307Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,366,475,26496,0,841,,
2026-07-15T15:42:21.644Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,366,475,26496,0,841,,
2026-07-15T15:42:22.600Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,366,475,26496,0,841,,
2026-07-15T15:42:23.107Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,366,475,26496,0,841,,
2026-07-15T15:42:23.624Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,366,475,26496,0,841,,
2026-07-15T15:42:24.398Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,366,475,26496,0,841,,
2026-07-15T15:43:19.633Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,54958,4283,27264,0,59241,,
2026-07-15T15:44:37.007Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,1078,280,86400,0,1358,,
2026-07-15T15:44:42.126Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,349,262,87424,0,611,,
2026-07-15T15:45:04.173Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,197,707,87936,0,904,,
2026-07-15T15:45:06.534Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,197,707,87936,0,904,,
2026-07-15T15:45:07.412Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,197,707,87936,0,904,,
2026-07-15T15:45:08.098Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,197,707,87936,0,904,,
2026-07-15T15:45:09.123Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,197,707,87936,0,904,,
2026-07-15T15:45:09.761Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,197,707,87936,0,904,,
2026-07-15T15:45:12.666Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,492,860,88832,0,1352,,
2026-07-15T15:45:15.346Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,492,860,88832,0,1352,,
2026-07-15T15:45:16.839Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,492,860,88832,0,1352,,
2026-07-15T15:45:18.214Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,492,860,88832,0,1352,,
2026-07-15T15:45:19.613Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,492,860,88832,0,1352,,
2026-07-15T15:45:21.169Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,492,860,88832,0,1352,,
2026-07-15T15:45:28.547Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,1138,1013,89216,0,2151,,
2026-07-15T15:45:32.757Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,1138,1013,89216,0,2151,,
2026-07-15T15:45:34.455Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,1138,1013,89216,0,2151,,
2026-07-15T15:45:35.477Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,1138,1013,89216,0,2151,,
2026-07-15T15:45:36.741Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,1138,1013,89216,0,2151,,
2026-07-15T15:45:37.686Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,1138,1013,89216,0,2151,,
2026-07-15T15:45:43.438Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,1911,972,90240,0,2883,,
2026-07-15T15:45:46.057Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,1911,972,90240,0,2883,,
2026-07-15T15:45:47.257Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,1911,972,90240,0,2883,,
2026-07-15T15:45:48.576Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,1911,972,90240,0,2883,,
2026-07-15T15:45:50.363Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,1911,972,90240,0,2883,,
2026-07-15T15:45:51.828Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,1911,972,90240,0,2883,,
2026-07-15T15:45:59.514Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,5873,1128,93056,0,7001,,
2026-07-15T15:46:02.606Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,5873,1128,93056,0,7001,,
2026-07-15T15:46:04.960Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,5873,1128,93056,0,7001,,
2026-07-15T15:46:06.710Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,5873,1128,93056,0,7001,,
2026-07-15T15:46:08.056Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,5873,1128,93056,0,7001,,
2026-07-15T15:46:09.813Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,5873,1128,93056,0,7001,,
2026-07-15T15:46:16.629Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,381,831,99968,0,1212,,
2026-07-15T15:46:19.352Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,381,831,99968,0,1212,,
2026-07-15T15:46:20.442Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,381,831,99968,0,1212,,
2026-07-15T15:46:21.778Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,381,831,99968,0,1212,,
2026-07-15T15:46:28.684Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,651,852,101120,0,1503,,
2026-07-15T15:46:31.805Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,651,852,101120,0,1503,,
2026-07-15T15:46:33.047Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,651,852,101120,0,1503,,
2026-07-15T15:46:33.975Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,651,852,101120,0,1503,,
2026-07-15T15:46:34.819Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,651,852,101120,0,1503,,
2026-07-15T15:48:20.342Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,3177,6593,102528,0,9770,,
2026-07-15T15:48:32.629Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,3025,18437,112256,0,21462,,
2026-07-15T15:51:42.429Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,170,244,133632,0,414,,
2026-07-15T15:51:46.269Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,70,258,134016,0,328,,
2026-07-15T15:52:06.390Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,621,584,134272,0,1205,,
2026-07-15T15:52:10.010Z,d3e2f720-a855-4b58-808c-187bf8ab2f1f,deepseek-v4-pro,93,711,135424,0,804,,
