rank,candidate_id,testcase_class,source_file,reason
97,24,org.apache.hadoop.metrics2.sink.TestRollingFileSystemSinkWithSecureHdfs,/home/lili/TC_try/Hadoop_PR2768_build2_da0dbf1/repo/hadoop_git_da0dbf1/hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/metrics2/sink/TestRollingFileSystemSinkWithSecureHdfs.java,
98,20,org.apache.hadoop.hdfs.server.namenode.snapshot.TestDiffListBySkipList,/home/lili/TC_try/Hadoop_PR2768_build2_da0dbf1/repo/hadoop_git_da0dbf1/hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/snapshot/TestDiffListBySkipList.java,
99,21,org.apache.hadoop.hdfs.server.namenode.TestHDFSConcat,/home/lili/TC_try/Hadoop_PR2768_build2_da0dbf1/repo/hadoop_git_da0dbf1/hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/TestHDFSConcat.java,
100,29,org.apache.hadoop.hdfs.server.namenode.snapshot.TestRenameWithSnapshots,/home/lili/TC_try/Hadoop_PR2768_build2_da0dbf1/repo/hadoop_git_da0dbf1/hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/snapshot/TestRenameWithSnapshots.java,
101,32,org.apache.hadoop.hdfs.server.namenode.snapshot.TestSnapRootDescendantDiff,/home/lili/TC_try/Hadoop_PR2768_build2_da0dbf1/repo/hadoop_git_da0dbf1/hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/snapshot/TestSnapRootDescendantDiff.java,
102,36,org.apache.hadoop.hdfs.server.namenode.snapshot.TestOrderedSnapshotDeletionGc,/home/lili/TC_try/Hadoop_PR2768_build2_da0dbf1/repo/hadoop_git_da0dbf1/hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/snapshot/TestOrderedSnapshotDeletionGc.java,
103,86,org.apache.hadoop.hdfs.server.namenode.snapshot.TestNestedSnapshots,/home/lili/TC_try/Hadoop_PR2768_build2_da0dbf1/repo/hadoop_git_da0dbf1/hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/snapshot/TestNestedSnapshots.java,
104,87,org.apache.hadoop.hdfs.TestDFSMkdirs,/home/lili/TC_try/Hadoop_PR2768_build2_da0dbf1/repo/hadoop_git_da0dbf1/hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/TestDFSMkdirs.java,
105,97,org.apache.hadoop.hdfs.server.namenode.snapshot.TestSnapshottableDirListing,/home/lili/TC_try/Hadoop_PR2768_build2_da0dbf1/repo/hadoop_git_da0dbf1/hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/snapshot/TestSnapshottableDirListing.java,
106,56,org.apache.hadoop.crypto.TestOpensslCipher,/home/lili/TC_try/Hadoop_PR2768_build2_da0dbf1/repo/hadoop_git_da0dbf1/hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/crypto/TestOpensslCipher.java,
107,100,org.apache.hadoop.crypto.TestCryptoStreamsWithJceSm4CtrCryptoCodec,/home/lili/TC_try/Hadoop_PR2768_build2_da0dbf1/repo/hadoop_git_da0dbf1/hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/crypto/TestCryptoStreamsWithJceSm4CtrCryptoCodec.java,
108,105,org.apache.hadoop.fs.TestSymlinkLocalFSFileContext,/home/lili/TC_try/Hadoop_PR2768_build2_da0dbf1/repo/hadoop_git_da0dbf1/hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/TestSymlinkLocalFSFileContext.java,
109,106,org.apache.hadoop.io.serializer.avro.TestAvroSerialization,/home/lili/TC_try/Hadoop_PR2768_build2_da0dbf1/repo/hadoop_git_da0dbf1/hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/serializer/avro/TestAvroSerialization.java,
110,107,org.apache.hadoop.hdfs.server.namenode.web.resources.TestWebHdfsDataLocality,/home/lili/TC_try/Hadoop_PR2768_build2_da0dbf1/repo/hadoop_git_da0dbf1/hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/web/resources/TestWebHdfsDataLocality.java,
111,111,org.apache.hadoop.hdfs.web.TestWebHDFSOAuth2,/home/lili/TC_try/Hadoop_PR2768_build2_da0dbf1/repo/hadoop_git_da0dbf1/hadoop-hdfs-project/hadoop-hdfs-client/src/test/java/org/apache/hadoop/hdfs/web/TestWebHDFSOAuth2.java,
112,112,org.apache.hadoop.metrics2.impl.TestMetricsSystemImpl,/home/lili/TC_try/Hadoop_PR2768_build2_da0dbf1/repo/hadoop_git_da0dbf1/hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestMetricsSystemImpl.java,
113,113,org.apache.hadoop.util.TestInstrumentedLock,/home/lili/TC_try/Hadoop_PR2768_build2_da0dbf1/repo/hadoop_git_da0dbf1/hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/util/TestInstrumentedLock.java,
